Price,Close
Ticker,CMS
Date,
1980-01-02,6.531135559082031
1980-01-03,6.531135559082031
1980-01-04,6.6159563064575195
1980-01-07,6.700772762298584
1980-01-08,6.743183612823486
1980-01-09,6.743183612823486
1980-01-10,6.785594463348389
1980-01-11,6.743183612823486
1980-01-14,6.446313858032227
1980-01-15,6.446313858032227
1980-01-16,6.488723278045654
1980-01-17,6.403903484344482
1980-01-18,6.276676654815674
1980-01-21,6.3614983558654785
1980-01-22,6.403903484344482
1980-01-23,6.3614983558654785
1980-01-24,6.3614983558654785
1980-01-25,6.319087505340576
1980-01-28,6.319087505340576
1980-01-29,6.1918559074401855
1980-01-30,6.1070380210876465
1980-01-31,6.1070380210876465
1980-02-01,6.1070380210876465
1980-02-04,6.1070380210876465
1980-02-05,6.064626693725586
1980-02-06,5.9798054695129395
1980-02-07,6.022218227386475
1980-02-08,6.064626693725586
1980-02-11,6.022218227386475
1980-02-12,6.064626693725586
1980-02-13,6.064626693725586
1980-02-14,5.9798054695129395
1980-02-15,5.9798054695129395
1980-02-19,5.76775598526001
1980-02-20,5.725343704223633
1980-02-21,5.76775598526001
1980-02-22,5.76775598526001
1980-02-25,5.76775598526001
1980-02-26,5.76775598526001
1980-02-27,5.68293571472168
1980-02-28,5.68293571472168
1980-02-29,5.810162544250488
1980-03-03,5.725343704223633
1980-03-04,5.68293571472168
1980-03-05,5.428475379943848
1980-03-06,5.386066913604736
1980-03-07,5.386066913604736
1980-03-10,5.513296127319336
1980-03-11,5.68293571472168
1980-03-12,5.68293571472168
1980-03-13,5.555704593658447
1980-03-14,5.598115921020508
1980-03-17,5.555704593658447
1980-03-18,5.598115921020508
1980-03-19,5.598115921020508
1980-03-20,5.513296127319336
1980-03-21,5.428475379943848
1980-03-24,5.428475379943848
1980-03-25,5.386066913604736
1980-03-26,5.386066913604736
1980-03-27,5.301245212554932
1980-03-28,5.386066913604736
1980-03-31,5.640528678894043
1980-04-01,5.76775598526001
1980-04-02,5.76775598526001
1980-04-03,5.725343704223633
1980-04-07,5.598115921020508
1980-04-08,5.68293571472168
1980-04-09,5.894984245300293
1980-04-10,6.1918559074401855
1980-04-11,6.319087505340576
1980-04-14,6.022218227386475
1980-04-15,6.022218227386475
1980-04-16,6.022218227386475
1980-04-17,6.1070380210876465
1980-04-18,6.1918559074401855
1980-04-21,6.149443626403809
1980-04-22,6.1918559074401855
1980-04-23,6.3614983558654785
1980-04-24,6.488723278045654
1980-04-25,6.488723278045654
1980-04-28,6.488723278045654
1980-04-29,6.446313858032227
1980-04-30,6.3614983558654785
1980-05-01,6.3614983558654785
1980-05-02,6.488723278045654
1980-05-05,6.658362865447998
1980-05-06,6.531135559082031
1980-05-07,6.6159563064575195
1980-05-08,6.488723278045654
1980-05-09,6.403903484344482
1980-05-12,6.488723278045654
1980-05-13,6.531135559082031
1980-05-14,6.488723278045654
1980-05-15,6.446313858032227
1980-05-16,6.403903484344482
1980-05-19,6.446313858032227
1980-05-20,6.446313858032227
1980-05-21,6.446313858032227
1980-05-22,6.446313858032227
1980-05-23,6.403903484344482
1980-05-27,6.446313858032227
1980-05-28,6.658362865447998
1980-05-29,6.658362865447998
1980-05-30,6.658362865447998
1980-06-02,6.6159563064575195
1980-06-03,6.573546409606934
1980-06-04,6.488723278045654
1980-06-05,6.446313858032227
1980-06-06,6.446313858032227
1980-06-09,6.446313858032227
1980-06-10,6.488723278045654
1980-06-11,6.573546409606934
1980-06-12,6.6159563064575195
1980-06-13,6.9128241539001465
1980-06-16,7.082461357116699
1980-06-17,7.124875545501709
1980-06-18,7.1672844886779785
1980-06-19,7.1672844886779785
1980-06-20,7.3369221687316895
1980-06-23,7.252102851867676
1980-06-24,7.2096967697143555
1980-06-25,7.040052890777588
1980-06-26,7.082461357116699
1980-06-27,7.124875545501709
1980-06-30,7.082461357116699
1980-07-01,7.124875545501709
1980-07-02,7.1672844886779785
1980-07-03,7.124875545501709
1980-07-07,7.082461357116699
1980-07-08,7.040052890777588
1980-07-09,6.997643947601318
1980-07-10,6.997643947601318
1980-07-11,6.9128241539001465
1980-07-14,6.6159563064575195
1980-07-15,6.531135559082031
1980-07-16,6.531135559082031
1980-07-17,6.531135559082031
1980-07-18,6.488723278045654
1980-07-21,6.531135559082031
1980-07-22,6.488723278045654
1980-07-23,6.531135559082031
1980-07-24,6.531135559082031
1980-07-25,6.488723278045654
1980-07-28,6.531135559082031
1980-07-29,6.488723278045654
1980-07-30,6.531135559082031
1980-07-31,6.488723278045654
1980-08-01,6.446313858032227
1980-08-04,6.319087505340576
1980-08-05,6.234263896942139
1980-08-06,6.276676654815674
1980-08-07,6.276676654815674
1980-08-08,6.1918559074401855
1980-08-11,6.319087505340576
1980-08-12,6.3614983558654785
1980-08-13,6.319087505340576
1980-08-14,6.319087505340576
1980-08-15,6.276676654815674
1980-08-18,6.276676654815674
1980-08-19,6.234263896942139
1980-08-20,6.234263896942139
1980-08-21,6.276676654815674
1980-08-22,6.276676654815674
1980-08-25,6.319087505340576
1980-08-26,6.319087505340576
1980-08-27,6.319087505340576
1980-08-28,6.1918559074401855
1980-08-29,6.149443626403809
1980-09-02,6.1070380210876465
1980-09-03,6.1070380210876465
1980-09-04,6.234263896942139
1980-09-05,6.149443626403809
1980-09-08,6.1070380210876465
1980-09-09,6.064626693725586
1980-09-10,6.1918559074401855
1980-09-11,6.1918559074401855
1980-09-12,6.234263896942139
1980-09-15,6.234263896942139
1980-09-16,6.234263896942139
1980-09-17,6.234263896942139
1980-09-18,6.276676654815674
1980-09-19,6.319087505340576
1980-09-22,6.319087505340576
1980-09-23,6.319087505340576
1980-09-24,6.234263896942139
1980-09-25,6.1918559074401855
1980-09-26,6.1070380210876465
1980-09-29,6.1070380210876465
1980-09-30,6.149443626403809
1980-10-01,5.9798054695129395
1980-10-02,6.064626693725586
1980-10-03,6.1070380210876465
1980-10-06,6.1918559074401855
1980-10-07,6.234263896942139
1980-10-08,6.276676654815674
1980-10-09,6.234263896942139
1980-10-10,5.9798054695129395
1980-10-13,5.9798054695129395
1980-10-14,5.9798054695129395
1980-10-15,5.9798054695129395
1980-10-16,5.9798054695129395
1980-10-17,6.022218227386475
1980-10-20,5.937397480010986
1980-10-21,5.937397480010986
1980-10-22,5.894984245300293
1980-10-23,5.8525776863098145
1980-10-24,5.8525776863098145
1980-10-27,5.76775598526001
1980-10-28,5.76775598526001
1980-10-29,5.725343704223633
1980-10-30,5.68293571472168
1980-10-31,5.725343704223633
1980-11-03,5.76775598526001
1980-11-05,5.725343704223633
1980-11-06,5.725343704223633
1980-11-07,5.640528678894043
1980-11-10,5.640528678894043
1980-11-11,5.640528678894043
1980-11-12,5.810162544250488
1980-11-13,5.810162544250488
1980-11-14,5.8525776863098145
1980-11-17,5.68293571472168
1980-11-18,5.725343704223633
1980-11-19,5.68293571472168
1980-11-20,5.68293571472168
1980-11-21,5.598115921020508
1980-11-24,5.640528678894043
1980-11-25,5.598115921020508
1980-11-26,5.555704593658447
1980-11-28,5.555704593658447
1980-12-01,5.386066913604736
1980-12-02,5.386066913604736
1980-12-03,5.386066913604736
1980-12-04,5.343657493591309
1980-12-05,5.386066913604736
1980-12-08,5.301245212554932
1980-12-09,5.301245212554932
1980-12-10,5.2588372230529785
1980-12-11,5.2588372230529785
1980-12-12,5.2588372230529785
1980-12-15,5.2588372230529785
1980-12-16,5.301245212554932
1980-12-17,5.428475379943848
1980-12-18,5.76775598526001
1980-12-19,5.640528678894043
1980-12-22,5.725343704223633
1980-12-23,5.76775598526001
1980-12-24,5.76775598526001
1980-12-26,5.68293571472168
1980-12-29,5.640528678894043
1980-12-30,5.555704593658447
1980-12-31,5.640528678894043
1981-01-02,5.640528678894043
1981-01-05,5.8525776863098145
1981-01-06,5.9798054695129395
1981-01-07,5.937397480010986
1981-01-08,5.894984245300293
1981-01-09,5.8525776863098145
1981-01-12,5.894984245300293
1981-01-13,5.894984245300293
1981-01-14,5.8525776863098145
1981-01-15,5.894984245300293
1981-01-16,5.810162544250488
1981-01-19,5.640528678894043
1981-01-20,5.598115921020508
1981-01-21,5.640528678894043
1981-01-22,5.555704593658447
1981-01-23,5.555704593658447
1981-01-26,5.555704593658447
1981-01-27,5.640528678894043
1981-01-28,5.640528678894043
1981-01-29,5.598115921020508
1981-01-30,5.725343704223633
1981-02-02,5.68293571472168
1981-02-03,5.598115921020508
1981-02-04,5.598115921020508
1981-02-05,5.640528678894043
1981-02-06,5.598115921020508
1981-02-09,5.598115921020508
1981-02-10,5.598115921020508
1981-02-11,5.598115921020508
1981-02-12,5.555704593658447
